,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude,crimeCommitted
451,2589,23-18452,2023-11-02 00:41:00+00:00,2023-11-04 16:19:14+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,2332
459,2597,23-18456,2023-11-02 01:31:00+00:00,2023-11-03 16:43:21+00:00,NEW WESTMINSTER,BC,V3M 4K3,900 Block 12TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2121498,-122.936736,2333
335,2473,23-18476,2023-11-02 10:40:00+00:00,2023-11-20 17:30:55+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.203895,-122.906557,2334
460,2598,23-18484,2023-11-02 16:18:00+00:00,2023-11-03 16:43:21+00:00,NEW WESTMINSTER,BC,V3M 3K3,700 Block QUEENS AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2059242,-122.9140546,2335
462,2600,23-18488,2023-11-02 17:49:00+00:00,2023-11-03 16:43:21+00:00,NEW WESTMINSTER,BC,V3M 5B1,300 Block SALTER ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.1909622,-122.927414,2336
454,2592,23-18498,2023-11-02 20:55:00+00:00,2023-11-04 16:19:14+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2131309,-122.9208405,2337
452,2590,23-18520,2023-11-03 06:30:00+00:00,2023-11-04 16:19:14+00:00,NEW WESTMINSTER,BC,V3M 6V4,700 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2030424,-122.9108517,2338
412,2550,23-80366,2023-11-03 07:05:00+00:00,2023-11-08 17:21:31+00:00,NEW WESTMINSTER,BC,V3L 4B7,300 Block RICHMOND ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2256221,-122.8986426,2339
456,2594,23-18531,2023-11-03 13:58:00+00:00,2023-11-04 16:19:14+00:00,NEW WESTMINSTER,BC,V3M 6Z6,800 Block QUAYSIDE DR,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.200145,-122.911488,2340
455,2593,23-18546,2023-11-03 18:14:00+00:00,2023-11-04 16:19:14+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,2341
449,2587,23-18547,2023-11-03 18:29:00+00:00,2023-11-05 17:09:15+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2250787,-122.8929076,2342
443,2581,23-18551,2023-11-03 19:45:00+00:00,2023-11-05 17:09:15+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20060340000001,-122.9151316,2343
453,2591,23-18555,2023-11-03 21:06:00+00:00,2023-11-04 16:19:14+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,2344
442,2580,23-18559,2023-11-03 21:45:00+00:00,2023-11-05 17:09:15+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,2345
440,2578,23-18564,2023-11-04 00:56:00+00:00,2023-11-05 17:09:15+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.190715,-122.9449051,2346
445,2583,23-18570,2023-11-04 03:47:00+00:00,2023-11-05 17:09:15+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2225852,-122.914627,2347
446,2584,23-18577,2023-11-04 07:34:00+00:00,2023-11-05 17:09:15+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.190715,-122.9449051,2348
448,2586,23-18583,2023-11-04 08:57:00+00:00,2023-11-05 17:09:15+00:00,NEW WESTMINSTER,BC,V3M 2B3,700 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.212103,-122.9218972,2349
434,2572,23-18612,2023-11-04 09:00:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3L 1B8,200 Block COLUMBIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.205212,-122.903582,2350
444,2582,23-18594,2023-11-04 17:07:00+00:00,2023-11-05 17:09:15+00:00,NEW WESTMINSTER,BC,V3M,700 Block 5TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2105056,-122.9209064,2351
447,2585,23-18595,2023-11-04 17:11:00+00:00,2023-11-05 17:09:15+00:00,NEW WESTMINSTER,BC,V3M,1000 Block TANAKA CRT,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.1870082,-122.9514463,2352
441,2579,23-18597,2023-11-04 18:18:00+00:00,2023-11-05 17:09:15+00:00,NEW WESTMINSTER,BC,V3M 3L1,400 Block 7TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2094827,-122.9187456,2353
438,2576,23-18598,2023-11-04 18:39:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3L 1A7,300 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2051981,-122.9036909,2354
429,2567,23-18602,2023-11-04 20:57:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3L 0J5,300 Block DICKENSON ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.20677569999999,-122.9052134,2355
437,2575,23-18603,2023-11-04 21:21:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3L 1A7,300 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2051981,-122.9036909,2356
435,2573,23-18608,2023-11-04 22:37:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3M 1A9,700 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2020176,-122.9096046,2357
431,2569,23-18614,2023-11-05 00:17:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2000823,-122.9174235,2358
430,2568,23-18615,2023-11-05 01:16:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,2359
436,2574,23-18618,2023-11-05 02:24:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2225852,-122.914627,2360
439,2577,23-18639,2023-11-05 06:00:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3L 4X5,300 Block HOLMES ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2354839,-122.8934269,2361
428,2566,23-18671,2023-11-05 18:00:00+00:00,2023-11-07 17:20:56+00:00,NEW WESTMINSTER,BC,V3M,LAGUNA CRT,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.1997197,-122.9228961,2362
432,2570,23-18650,2023-11-05 18:56:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.200803,-122.9134438,2363
419,2557,23-18658,2023-11-05 22:06:00+00:00,2023-11-07 17:20:57+00:00,NEW WESTMINSTER,BC,V3M 4H1,100 Block 12TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200785,-122.9223936,2364
425,2563,23-18661,2023-11-05 23:02:00+00:00,2023-11-07 17:20:56+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,2365
408,2546,23-18793,2023-11-06 01:00:00+00:00,2023-11-09 17:36:22+00:00,NEW WESTMINSTER,BC,V3M 3R9,500 Block 8TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2098328,-122.9228187,2366
421,2559,23-18696,2023-11-06 17:04:00+00:00,2023-11-07 17:20:59+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.200803,-122.9134438,2367
411,2549,23-80364,2023-11-06 17:55:00+00:00,2023-11-08 17:21:31+00:00,NEW WESTMINSTER,BC,V3L,1 Block ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,2368
423,2561,23-18699,2023-11-06 18:05:00+00:00,2023-11-07 17:20:58+00:00,NEW WESTMINSTER,BC,V3M 3K3,700 Block QUEENS AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2059242,-122.9140546,2369
426,2564,23-18701,2023-11-06 18:15:00+00:00,2023-11-07 17:20:58+00:00,NEW WESTMINSTER,BC,V3M 5T4,1300 Block 3RD AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2012949,-122.9271703,2370
422,2560,23-18704,2023-11-06 18:47:00+00:00,2023-11-07 17:20:57+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,2371
376,2514,23-80371,2023-11-06 18:50:00+00:00,2023-11-14 17:03:21+00:00,NEW WESTMINSTER,BC,V3L 3C8,800 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2163178,-122.9248567,2372
424,2562,23-18707,2023-11-06 19:00:00+00:00,2023-11-07 17:20:58+00:00,NEW WESTMINSTER,BC,V3M 3K3,700 Block QUEENS AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2059242,-122.9140546,2373
387,2525,23-18711,2023-11-06 19:52:00+00:00,2023-11-11 17:05:53+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,2374
420,2558,23-18717,2023-11-06 21:30:00+00:00,2023-11-07 17:20:56+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.190715,-122.9449051,2375
410,2548,23-18721,2023-11-06 21:57:00+00:00,2023-11-08 17:21:31+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2000823,-122.9174235,2376
398,2536,23-18906,2023-11-06 22:30:00+00:00,2023-11-10 17:34:19+00:00,NEW WESTMINSTER,BC,V3M,600 Block 3RD AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2086762,-122.9147268,2377
414,2552,23-18758,2023-11-06 23:00:00+00:00,2023-11-08 17:21:31+00:00,NEW WESTMINSTER,BC,V3L,500 Block ROYAL AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2062641,-122.9090374,2378
415,2553,23-18728,2023-11-06 23:31:00+00:00,2023-11-08 17:21:31+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2028997,-122.9077891,2379
417,2555,23-18739,2023-11-07 01:15:00+00:00,2023-11-08 17:21:31+00:00,NEW WESTMINSTER,BC,V3M 2B3,700 Block 6TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.212103,-122.9218972,2380
397,2535,23-18869,2023-11-07 02:00:00+00:00,2023-11-10 17:34:19+00:00,NEW WESTMINSTER,BC,V3M 5H7,200 Block FENTON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1889899,-122.93454,2381
413,2551,23-18765,2023-11-07 16:28:00+00:00,2023-11-08 17:21:31+00:00,NEW WESTMINSTER,BC,V3M 5V2,800 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2007994,-122.9117043,2382
416,2554,23-18774,2023-11-07 18:12:00+00:00,2023-11-08 17:21:31+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,2383
418,2556,23-18780,2023-11-07 20:19:00+00:00,2023-11-08 17:21:31+00:00,NEW WESTMINSTER,BC,V3L,200 Block ROYAL AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.20827000000001,-122.90484,2384
405,2543,23-18825,2023-11-08 03:00:00+00:00,2023-11-09 17:36:22+00:00,NEW WESTMINSTER,BC,.,1 Block AVE,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2057179,-122.910956,2385
403,2541,23-18815,2023-11-08 13:27:00+00:00,2023-11-09 17:36:22+00:00,NEW WESTMINSTER,BC,V3L 3C8,800 Block 6TH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2163178,-122.9248567,2386
402,2540,23-18818,2023-11-08 15:16:00+00:00,2023-11-09 17:36:23+00:00,NEW WESTMINSTER,BC,V3L,300 Block LIVERPOOL ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20941910000001,-122.909727,2387
407,2545,23-18829,2023-11-08 16:27:00+00:00,2023-11-09 17:36:23+00:00,NEW WESTMINSTER,BC,V3L 5H8,100 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2052427,-122.9103696,2388
409,2547,23-18832,2023-11-08 17:29:00+00:00,2023-11-09 17:36:22+00:00,NEW WESTMINSTER,BC,V3M 5E3,1100 Block EWEN AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1848922,-122.949372,2389
395,2533,23-18834,2023-11-08 18:13:00+00:00,2023-11-10 17:34:19+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200803,-122.9134438,2390
404,2542,23-18843,2023-11-08 20:01:00+00:00,2023-11-09 17:36:23+00:00,NEW WESTMINSTER,BC,V3L 1G2,300 Block 4TH ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.2064131,-122.90784,2391
399,2537,23-18846,2023-11-08 20:30:00+00:00,2023-11-10 17:34:19+00:00,NEW WESTMINSTER,BC,V3M 3S2,800 Block 6TH AVE,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2107508,-122.9243941,2392
406,2544,23-18847,2023-11-08 20:39:00+00:00,2023-11-09 17:36:22+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2225852,-122.914627,2393
396,2534,23-18851,2023-11-08 22:53:00+00:00,2023-11-10 17:34:19+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.200803,-122.9134438,2394
400,2538,23-18881,2023-11-09 10:46:00+00:00,2023-11-10 17:34:19+00:00,NEW WESTMINSTER,BC,V3M 6H1,1200 Block QUAYSIDE DR,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.19844699999999,-122.920176,2395
386,2524,23-18882,2023-11-09 10:51:00+00:00,2023-11-11 17:05:53+00:00,NEW WESTMINSTER,BC,V3M 4X5,2000 Block 9TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2051909,-122.9519004,2396
392,2530,23-18899,2023-11-09 18:57:00+00:00,2023-11-11 17:05:53+00:00,NEW WESTMINSTER,BC,V3L 1W8,500 Block 7TH AVE,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2147464,-122.9207689,2397
401,2539,23-18909,2023-11-09 20:49:00+00:00,2023-11-10 17:34:19+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,2398
394,2532,23-18944,2023-11-10 02:00:00+00:00,2023-11-11 17:05:53+00:00,NEW WESTMINSTER,BC,V3L 1B8,200 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.205212,-122.903582,2399
390,2528,23-18930,2023-11-10 04:41:00+00:00,2023-11-11 17:05:53+00:00,NEW WESTMINSTER,BC,V3M,300 Block 7TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20810789999999,-122.9168569,2400
389,2527,23-18942,2023-11-10 14:14:00+00:00,2023-11-11 17:05:53+00:00,NEW WESTMINSTER,BC,V3M,500 Block FRONT ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20084749999999,-122.9111911,2401
388,2526,23-18947,2023-11-10 16:14:00+00:00,2023-11-11 17:05:53+00:00,NEW WESTMINSTER,BC,V3M,500 Block FRONT ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20084749999999,-122.9111911,2402
391,2529,23-18959,2023-11-10 18:49:00+00:00,2023-11-11 17:05:53+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,2403
365,2503,23-19219,2023-11-10 19:00:00+00:00,2023-11-16 17:22:48+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200803,-122.9134438,2404
345,2483,23-80378,2023-11-10 19:50:00+00:00,2023-11-18 17:05:59+00:00,NEW WESTMINSTER,BC,V3L 1H7,300 Block ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20772119999999,-122.9062293,2405
393,2531,23-18968,2023-11-10 20:39:00+00:00,2023-11-11 17:05:53+00:00,NEW WESTMINSTER,BC,V3M 1A5,600 Block COLUMBIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.20286,-122.90772,2406
353,2491,23-80375,2023-11-11 01:15:00+00:00,2023-11-17 17:25:36+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2028997,-122.9077891,2407
340,2478,23-18999,2023-11-11 05:42:00+00:00,2023-11-19 17:07:45+00:00,NEW WESTMINSTER,BC,V3M 1G8,600 Block AGNES ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2045703,-122.9097893,2408
381,2519,23-19013,2023-11-11 15:29:00+00:00,2023-11-13 17:38:23+00:00,NEW WESTMINSTER,BC,V3M 4J2,600 Block 12TH ST,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.2078601,-122.9311109,2409
385,2523,23-19026,2023-11-11 23:06:00+00:00,2023-11-13 17:38:24+00:00,NEW WESTMINSTER,BC,V3M 2R2,700 Block 8TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2147669,-122.9255536,2410
383,2521,23-19041,2023-11-12 04:45:00+00:00,2023-11-13 17:38:23+00:00,NEW WESTMINSTER,BC,V3M 1X1,1300 Block CARIBOO ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2043172,-122.9304477,2411
384,2522,23-19058,2023-11-12 14:57:00+00:00,2023-11-13 17:38:23+00:00,NEW WESTMINSTER,BC,V3M,400 Block FRONT ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2008346,-122.9112455,2412
371,2509,23-19067,2023-11-12 19:04:00+00:00,2023-11-15 17:37:54+00:00,NEW WESTMINSTER,BC,V3M,400 Block FRONT ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2008346,-122.9112455,2413
382,2520,23-19069,2023-11-12 19:18:00+00:00,2023-11-13 17:38:23+00:00,NEW WESTMINSTER,BC,V3L 3C8,800 Block 6TH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2163178,-122.9248567,2414
380,2518,23-19075,2023-11-12 20:48:00+00:00,2023-11-14 17:03:22+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2250787,-122.8929076,2415
370,2508,23-80372,2023-11-13 06:20:00+00:00,2023-11-15 17:37:54+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20060340000001,-122.9151316,2416
379,2517,23-19108,2023-11-13 15:44:00+00:00,2023-11-14 17:03:22+00:00,NEW WESTMINSTER,BC,V3L,E ROYAL AVE,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2133824,-122.898488,2417
377,2515,23-19110,2023-11-13 16:11:00+00:00,2023-11-14 17:03:22+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433,2418
378,2516,23-19111,2023-11-13 16:28:00+00:00,2023-11-14 17:03:22+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,2419
375,2513,23-19118,2023-11-13 18:28:00+00:00,2023-11-14 17:03:22+00:00,NEW WESTMINSTER,BC,V3M 1P5,1000 Block 3RD AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2051643,-122.9212677,2420
374,2512,23-19123,2023-11-13 19:55:00+00:00,2023-11-14 17:03:21+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200803,-122.9134438,2421
373,2511,23-19148,2023-11-14 05:06:00+00:00,2023-11-15 17:37:54+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,COUNTERFEITING CURRENCY,Property Crime,COUNTERFEITING CURRENCY,49.2131309,-122.9208405,2422
354,2492,23-19160,2023-11-14 13:42:00+00:00,2023-11-17 17:25:36+00:00,NEW WESTMINSTER,BC,V3L 4K4,800 Block SCOTT ST,TAKE AUTO W/O CONSENT U/$5000,Theft of Vehicle,TAKE AUTO W/O CONSENT U/$5000,49.2270452,-122.9040168,2423
372,2510,23-19173,2023-11-14 20:18:00+00:00,2023-11-15 17:37:54+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,2424
367,2505,23-19176,2023-11-14 21:14:00+00:00,2023-11-16 17:22:49+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,2425
368,2506,23-19178,2023-11-14 21:27:00+00:00,2023-11-16 17:22:48+00:00,NEW WESTMINSTER,BC,V3M 5K1,300 Block BOYNE ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1900749,-122.9388197,2426
366,2504,23-19179,2023-11-14 21:41:00+00:00,2023-11-16 17:22:48+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2000823,-122.9174235,2427
360,2498,23-19190,2023-11-14 23:42:00+00:00,2023-11-17 17:25:36+00:00,NEW WESTMINSTER,BC,V3M 0E5,200 Block SALTER ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.1958008,-122.9235975,2428
358,2496,23-19193,2023-11-15 00:11:00+00:00,2023-11-17 17:25:36+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.20060340000001,-122.9151316,2429
363,2501,23-19192,2023-11-15 00:14:00+00:00,2023-11-16 17:22:48+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,2430
359,2497,23-19194,2023-11-15 00:21:00+00:00,2023-11-17 17:25:36+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20060340000001,-122.9151316,2431
364,2502,23-19199,2023-11-15 02:47:00+00:00,2023-11-16 17:22:48+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20060340000001,-122.9151316,2432
