,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude,crimeCommitted
520,1178,23-6998,2023-05-05 16:03:00+00:00,2023-05-06 16:59:16+00:00,NEW WESTMINSTER,BC,V3L,CLUTE ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2231511,-122.9144329,863
513,1171,23-7000,2023-05-05 16:32:00+00:00,2023-05-06 16:59:16+00:00,NEW WESTMINSTER,BC,V3M 6V4,700 Block CARNARVON ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2030424,-122.9108517,864
508,1166,23-7006,2023-05-05 17:30:00+00:00,2023-05-07 16:10:32+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200803,-122.9134438,865
478,1136,23-80145,2023-05-05 21:10:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2000823,-122.9174235,866
511,1169,23-7034,2023-05-05 23:05:00+00:00,2023-05-07 16:10:32+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,867
510,1168,23-7042,2023-05-06 00:03:00+00:00,2023-05-07 16:10:32+00:00,NEW WESTMINSTER,BC,V3M,800 Block ST ANDREWS ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20830979999999,-122.9219432,868
492,1150,23-7045,2023-05-06 00:31:00+00:00,2023-05-09 16:20:48+00:00,NEW WESTMINSTER,BC,V3M 6V4,700 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2030424,-122.9108517,869
509,1167,23-7047,2023-05-06 01:13:00+00:00,2023-05-07 16:10:32+00:00,NEW WESTMINSTER,BC,.,BRAID ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2315783,-122.8862979,870
479,1137,23-80141,2023-05-06 01:30:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.1995085,-122.9128078,871
506,1164,23-7056,2023-05-06 02:55:00+00:00,2023-05-07 16:10:32+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1995085,-122.9128078,872
387,1044,23-7057,2023-05-06 03:32:00+00:00,2023-05-24 16:33:08+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,873
507,1165,23-7064,2023-05-06 06:56:00+00:00,2023-05-07 16:10:32+00:00,NEW WESTMINSTER,BC,V3M 6X3,300 Block GIFFORD ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.18351310000001,-122.9513715,874
505,1163,23-7068,2023-05-06 09:52:00+00:00,2023-05-07 16:10:32+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2277467,-122.8926041,875
491,1149,23-7158,2023-05-06 16:00:00+00:00,2023-05-09 16:20:48+00:00,NEW WESTMINSTER,BC,V3M 1T8,400 Block 12TH ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2047519,-122.9271813,876
499,1157,23-7078,2023-05-06 16:55:00+00:00,2023-05-08 16:52:54+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2250787,-122.8929076,877
504,1162,23-7086,2023-05-06 18:46:00+00:00,2023-05-07 16:10:32+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.190715,-122.9449051,878
498,1156,23-7087,2023-05-06 18:55:00+00:00,2023-05-08 16:52:54+00:00,NEW WESTMINSTER,BC,V3L 4G2,100 Block HARVEY ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2207452,-122.9019672,879
501,1159,23-7096,2023-05-06 20:44:00+00:00,2023-05-08 16:52:54+00:00,NEW WESTMINSTER,BC,V3L 2N2,200 Block OSBORNE AVE,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2197436,-122.9185119,880
503,1161,23-7099,2023-05-06 21:22:00+00:00,2023-05-08 16:52:55+00:00,NEW WESTMINSTER,BC,.,1 Block ST & 6TH AVE,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2057179,-122.910956,881
500,1158,23-7103,2023-05-06 21:46:00+00:00,2023-05-08 16:52:54+00:00,NEW WESTMINSTER,BC,V3M,800 Block ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.203668,-122.9145708,882
502,1160,23-7142,2023-05-07 02:00:00+00:00,2023-05-08 16:52:54+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2250787,-122.8929076,883
497,1155,23-7150,2023-05-07 23:24:00+00:00,2023-05-09 16:20:48+00:00,NEW WESTMINSTER,BC,V3M 2S7,1700 Block 8TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2050826,-122.9427301,884
494,1152,23-7151,2023-05-07 23:37:00+00:00,2023-05-09 16:20:48+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,885
490,1148,23-7165,2023-05-08 02:49:00+00:00,2023-05-09 16:20:48+00:00,NEW WESTMINSTER,BC,V3M 2Y2,2200 Block EDINBURGH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2013039,-122.9528827,886
489,1147,23-7180,2023-05-08 09:36:00+00:00,2023-05-09 16:20:48+00:00,NEW WESTMINSTER,BC,V3L 3R5,200 Block SHERBROOKE ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.22749229999999,-122.8881355,887
496,1154,23-7185,2023-05-08 11:39:00+00:00,2023-05-09 16:20:48+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2277467,-122.8926041,888
495,1153,23-7190,2023-05-08 14:34:00+00:00,2023-05-09 16:20:48+00:00,NEW WESTMINSTER,BC,V3M 6V4,700 Block CARNARVON ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2030424,-122.9108517,889
488,1146,23-7197,2023-05-08 16:50:00+00:00,2023-05-09 16:20:48+00:00,NEW WESTMINSTER,BC,V3M 5V2,800 Block COLUMBIA ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2007994,-122.9117043,890
482,1140,23-80144,2023-05-08 18:00:00+00:00,2023-05-10 16:34:56+00:00,NEW WESTMINSTER,BC,V3L 1K2,500 Block QUEENS AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2084504,-122.910265,891
487,1145,23-7211,2023-05-08 20:49:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-OTHER UNDER $5000;THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2000823,-122.9174235,892
486,1144,23-7216,2023-05-08 22:11:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3L 1A7,300 Block COLUMBIA ST,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.2051981,-122.9036909,893
477,1135,23-7270,2023-05-09 01:45:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200803,-122.9134438,894
480,1138,23-7236,2023-05-09 06:24:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.200803,-122.9134438,895
483,1141,23-7250,2023-05-09 15:05:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3M 2S7,1600 Block 8TH AVE,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.20675540000001,-122.9406343,896
471,1128,23-7258,2023-05-09 17:12:00+00:00,2023-05-11 16:10:18+00:00,NEW WESTMINSTER,BC,V3L 1E7,300 Block AGNES ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2071006,-122.9052015,897
481,1139,23-7266,2023-05-09 18:37:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3M 1E5,600 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2040888,-122.9089236,898
306,962,23-8748,2023-05-09 19:00:00+00:00,2023-06-04 16:47:50+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.203895,-122.906557,899
379,1036,23-8138,2023-05-09 19:00:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.21176699999999,-122.9188433,900
469,1126,23-7271,2023-05-09 20:01:00+00:00,2023-05-11 16:10:18+00:00,NEW WESTMINSTER,BC,V3M 2B3,700 Block 6TH AVE,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.212103,-122.9218972,901
470,1127,23-7280,2023-05-09 22:13:00+00:00,2023-05-11 16:10:18+00:00,NEW WESTMINSTER,BC,V3L,MINER ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.221027,-122.8958431,902
459,1116,23-7289,2023-05-10 01:14:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3L,500 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2045585,-122.9075651,903
474,1132,23-7293,2023-05-10 02:06:00+00:00,2023-05-11 16:10:18+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2057179,-122.910956,904
213,1131,23-7315,2023-05-10 14:18:00+00:00,2023-05-11 16:10:18+00:00,NEW WESTMINSTER,BC,V3M,FRONT ST & COLUMBIA ST,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.2005432,-122.9127291,905
464,1121,23-7333,2023-05-10 19:21:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3L,MINER ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.221027,-122.8958431,906
472,1129,23-7336,2023-05-10 20:49:00+00:00,2023-05-11 16:10:18+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,907
468,1125,23-7340,2023-05-10 22:54:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,908
458,1115,23-7341,2023-05-10 23:34:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3L 1Z3,200 Block SANDRINGHAM AVE,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2202887,-122.9192133,909
446,1103,23-7511,2023-05-11 02:34:00+00:00,2023-05-15 16:44:42+00:00,NEW WESTMINSTER,BC,V3M 1X1,1300 Block CARIBOO ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2043172,-122.9304477,910
457,1114,23-7363,2023-05-11 14:03:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3M 6T9,700 Block PRINCESS ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2136886,-122.9214615,911
463,1120,23-7383,2023-05-11 20:06:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3M 3K3,700 Block QUEENS AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2059242,-122.9140546,912
456,1113,23-7391,2023-05-11 23:12:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,913
465,1122,23-7392,2023-05-11 23:39:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3M,800 Block 4TH AVE,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.20761659999999,-122.9208617,914
466,1123,23-7399,2023-05-12 01:58:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3M 5E3,1100 Block EWEN AVE,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.1848922,-122.949372,915
461,1118,23-7405,2023-05-12 03:25:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956,916
467,1124,23-7406,2023-05-12 04:23:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,917
462,1119,23-7413,2023-05-12 07:44:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2131309,-122.9208405,918
453,1110,23-7428,2023-05-12 15:33:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,919
460,1117,23-7429,2023-05-12 15:56:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3M 1A5,600 Block COLUMBIA ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.20286,-122.90772,920
364,1021,23-7448,2023-05-12 22:37:00+00:00,2023-05-26 16:37:14+00:00,NEW WESTMINSTER,BC,V3M 1X4,999900 Block UNKNOWN,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2057179,-122.910956,921
451,1108,23-7449,2023-05-12 22:41:00+00:00,2023-05-14 16:06:06+00:00,NEW WESTMINSTER,BC,V3L,MINER ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.221027,-122.8958431,922
452,1109,23-7452,2023-05-13 00:45:00+00:00,2023-05-14 16:06:06+00:00,NEW WESTMINSTER,BC,V3M 5E3,1100 Block EWEN AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1848922,-122.949372,923
434,1091,23-7624,2023-05-13 01:00:00+00:00,2023-05-17 16:18:37+00:00,NEW WESTMINSTER,BC,V3M 3B6,900 Block LONDON PL,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200843,-122.9584109,924
450,1107,23-7478,2023-05-13 13:09:00+00:00,2023-05-14 16:06:06+00:00,NEW WESTMINSTER,BC,V3M 1L8,200 Block 8TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2053062,-122.9171557,925
449,1106,23-7486,2023-05-13 15:40:00+00:00,2023-05-15 16:44:42+00:00,NEW WESTMINSTER,BC,V3L 1J2,200 Block MANITOBA ST,THEFT MOTORCYCLE OVER $5000,Theft of Vehicle,THEFT MOTORCYCLE OVER $5000,49.2092333,-122.9062338,926
443,1100,23-7490,2023-05-13 16:29:00+00:00,2023-05-15 16:44:42+00:00,NEW WESTMINSTER,BC,V3M,1100 Block TANAKA CRT,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.1870082,-122.9514463,927
444,1101,23-7502,2023-05-13 20:58:00+00:00,2023-05-15 16:44:42+00:00,NEW WESTMINSTER,BC,V3L 1C5,600 Block VICTORIA ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2044854,-122.9094062,928
448,1105,23-7509,2023-05-14 00:01:00+00:00,2023-05-15 16:44:42+00:00,NEW WESTMINSTER,BC,V3M 2E6,1000 Block NANAIMO ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2100176,-122.9277372,929
447,1104,23-7521,2023-05-14 06:02:00+00:00,2023-05-15 16:44:42+00:00,NEW WESTMINSTER,BC,V3M 4W6,800 Block 20TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.202856,-122.9485866,930
445,1102,23-7532,2023-05-14 09:57:00+00:00,2023-05-15 16:44:42+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2277467,-122.8926041,931
442,1099,23-7561,2023-05-15 00:30:00+00:00,2023-05-16 16:43:10+00:00,NEW WESTMINSTER,BC,V3M,800 Block 13TH ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2099845,-122.9360847,932
429,1086,23-7656,2023-05-15 01:00:00+00:00,2023-05-19 16:52:58+00:00,NEW WESTMINSTER,BC,V3M 5J6,300 Block PEMBINA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1903229,-122.9369211,933
441,1098,23-7553,2023-05-15 04:00:00+00:00,2023-05-16 16:43:10+00:00,NEW WESTMINSTER,BC,V3L 1A7,300 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2051981,-122.9036909,934
439,1096,23-7567,2023-05-15 14:08:00+00:00,2023-05-16 16:43:10+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,935
436,1093,23-7570,2023-05-15 14:49:00+00:00,2023-05-17 16:18:37+00:00,NEW WESTMINSTER,BC,V3M 2P3,1800 Block HAMILTON ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2040359,-122.9433951,936
437,1094,23-7584,2023-05-15 17:24:00+00:00,2023-05-17 16:18:37+00:00,NEW WESTMINSTER,BC,V3M,BEGBIE ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2019513,-122.9105963,937
435,1092,23-7586,2023-05-15 17:50:00+00:00,2023-05-17 16:18:37+00:00,NEW WESTMINSTER,BC,V3M,600 Block 3RD AVE,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2086762,-122.9147268,938
440,1097,23-7592,2023-05-15 18:27:00+00:00,2023-05-16 16:43:10+00:00,NEW WESTMINSTER,BC,V3M,200 Block ASH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2058328,-122.9156357,939
411,1068,23-7786,2023-05-15 19:49:00+00:00,2023-05-20 16:18:58+00:00,NEW WESTMINSTER,BC,.,1 Block AVE,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2057179,-122.910956,940
438,1095,23-7597,2023-05-15 20:40:00+00:00,2023-05-16 16:43:10+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,941
426,1083,23-7738,2023-05-17 00:00:00+00:00,2023-05-19 16:52:59+00:00,NEW WESTMINSTER,BC,V3L 3X7,COLUMBIA ST & 8TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2012057,-122.9115291,942
423,1080,23-7667,2023-05-17 03:27:00+00:00,2023-05-19 16:52:59+00:00,NEW WESTMINSTER,BC,V3L 3S2,400 Block GARRETT ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2280161,-122.8886444,943
433,1090,23-7669,2023-05-17 04:08:00+00:00,2023-05-18 16:46:49+00:00,NEW WESTMINSTER,BC,V3M,1000 Block TANAKA CRT,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.1870082,-122.9514463,944
431,1088,23-7671,2023-05-17 04:23:00+00:00,2023-05-18 16:46:49+00:00,NEW WESTMINSTER,BC,V3L 3G1,100 Block BRAID ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2312707,-122.8854651,945
425,1082,23-7691,2023-05-17 10:36:00+00:00,2023-05-19 16:52:59+00:00,NEW WESTMINSTER,BC,V3L 4H9,200 Block E DURHAM ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.224998,-122.9042564,946
420,1077,23-7692,2023-05-17 11:46:00+00:00,2023-05-19 16:52:59+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2140238,-122.927619,947
421,1078,23-7710,2023-05-17 13:30:00+00:00,2023-05-19 16:52:59+00:00,NEW WESTMINSTER,BC,V3M 5E3,1100 Block EWEN AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1848922,-122.949372,948
430,1087,23-7700,2023-05-17 16:08:00+00:00,2023-05-18 16:46:49+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.203895,-122.906557,949
418,1075,23-7706,2023-05-17 17:46:00+00:00,2023-05-19 16:52:58+00:00,NEW WESTMINSTER,BC,V3M 0E5,200 Block SALTER ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.1958008,-122.9235975,950
432,1089,23-7713,2023-05-17 19:04:00+00:00,2023-05-18 16:46:49+00:00,NEW WESTMINSTER,BC,V3L 4H9,200 Block E DURHAM ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.224998,-122.9042564,951
428,1085,23-7721,2023-05-17 19:30:00+00:00,2023-05-19 16:52:58+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2131309,-122.9208405,952
419,1076,23-7728,2023-05-17 20:38:00+00:00,2023-05-19 16:52:59+00:00,NEW WESTMINSTER,BC,V3M 3X8,1000 Block QUEENS AVE,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2026763,-122.9204665,953
427,1084,23-7753,2023-05-17 22:31:00+00:00,2023-05-19 16:52:58+00:00,NEW WESTMINSTER,BC,V3L 5H8,100 Block 6TH ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2052427,-122.9103696,954
424,1081,23-7742,2023-05-17 22:35:00+00:00,2023-05-19 16:52:59+00:00,NEW WESTMINSTER,BC,V3L 4H8,100 Block E DURHAM ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2234558,-122.9071635,955
366,1023,23-80147,2023-05-18 03:30:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 2E6,1100 Block NANAIMO ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2089493,-122.9295725,956
408,1065,23-7913,2023-05-18 07:00:00+00:00,2023-05-21 16:44:55+00:00,NEW WESTMINSTER,BC,V3L 1V3,500 Block 6TH AVE,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.21349499999999,-122.9193089,957
378,1035,23-80149,2023-05-18 07:30:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 3L1,400 Block 7TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2094827,-122.9187456,958
372,1029,23-80148,2023-05-18 14:05:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M,BEGBIE ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2019513,-122.9105963,959
422,1079,23-7776,2023-05-18 16:38:00+00:00,2023-05-19 16:52:59+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.20060340000001,-122.9151316,960
406,1063,23-7918,2023-05-18 20:00:00+00:00,2023-05-21 16:44:55+00:00,NEW WESTMINSTER,BC,V3L,GLOVER AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2226767,-122.9184594,961
415,1072,23-7801,2023-05-18 21:15:00+00:00,2023-05-20 16:18:58+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956,962
405,1062,23-7807,2023-05-19 01:49:00+00:00,2023-05-21 16:44:55+00:00,NEW WESTMINSTER,BC,V3M 1A9,700 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2020176,-122.9096046,963
412,1069,23-7819,2023-05-19 04:02:00+00:00,2023-05-20 16:18:58+00:00,NEW WESTMINSTER,BC,V3M 6Z6,800 Block QUAYSIDE DR,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200145,-122.911488,964
410,1067,23-7832,2023-05-19 06:45:00+00:00,2023-05-20 16:18:58+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956,965
