,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude,crimeCommitted
571,1937,23-12221,2023-07-25 18:17:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3M 1A5,600 Block COLUMBIA ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.20286,-122.90772,1570
366,1732,23-12226,2023-07-25 19:57:00+00:00,2023-08-18 16:20:10+00:00,NEW WESTMINSTER,BC,V3M 1K4,COLUMBIA ST & ROYAL AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2004844,-122.9204875,1571
558,1924,23-12230,2023-07-25 20:16:00+00:00,2023-07-27 16:37:36+00:00,NEW WESTMINSTER,BC,V3M 3K3,700 Block QUEENS AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2059242,-122.9140546,1572
567,1933,23-12231,2023-07-25 20:19:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3M 5Z5,100 Block 8TH ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.2031907,-122.9139915,1573
561,1927,23-12237,2023-07-25 21:18:00+00:00,2023-07-27 16:37:36+00:00,NEW WESTMINSTER,BC,V3L 3A9,400 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2102315,-122.916645,1574
560,1926,23-12281,2023-07-25 21:30:00+00:00,2023-07-27 16:37:36+00:00,NEW WESTMINSTER,BC,V3L 4K4,800 Block SCOTT ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2270452,-122.9040168,1575
430,1796,23-80269,2023-07-25 23:20:00+00:00,2023-08-12 16:08:48+00:00,NEW WESTMINSTER,BC,V3M 5B1,300 Block SALTER ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1909622,-122.927414,1576
562,1928,23-12249,2023-07-26 00:16:00+00:00,2023-07-27 16:37:36+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,1577
564,1930,23-12293,2023-07-26 01:00:00+00:00,2023-07-27 16:37:36+00:00,NEW WESTMINSTER,BC,V3M,LAGUNA CRT,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.1997197,-122.9228961,1578
559,1925,23-12263,2023-07-26 03:38:00+00:00,2023-07-27 16:37:36+00:00,NEW WESTMINSTER,BC,V3L 1A7,300 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2051981,-122.9036909,1579
458,1824,23-80262,2023-07-26 10:35:00+00:00,2023-08-09 16:44:49+00:00,NEW WESTMINSTER,BC,V3M 5L2,300 Block LAWRENCE ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1883754,-122.9431618,1580
563,1929,23-12288,2023-07-26 15:37:00+00:00,2023-07-27 16:37:36+00:00,NEW WESTMINSTER,BC,V3L 4E1,200 Block ARCHER ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2242387,-122.8997123,1581
552,1918,23-80243,2023-07-26 18:11:00+00:00,2023-07-28 17:00:36+00:00,NEW WESTMINSTER,BC,V3L 0G7,200 Block NELSONS CRES,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2233599,-122.8921996,1582
557,1923,23-12381,2023-07-26 20:00:00+00:00,2023-07-28 17:00:36+00:00,NEW WESTMINSTER,BC,V3M 2T1,1800 Block 8TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2049548,-122.9440582,1583
544,1910,23-12312,2023-07-26 20:56:00+00:00,2023-07-29 16:07:59+00:00,NEW WESTMINSTER,BC,V3M 3S2,900 Block 6TH AVE,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2102929,-122.9256271,1584
556,1922,23-12313,2023-07-26 21:12:00+00:00,2023-07-28 17:00:36+00:00,NEW WESTMINSTER,BC,V3M 1Y2,500 Block 10TH ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2081922,-122.9250813,1585
553,1919,23-12315,2023-07-26 21:17:00+00:00,2023-07-28 17:00:36+00:00,NEW WESTMINSTER,BC,V3L 1P5,400 Block 1ST ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2157997,-122.9100093,1586
555,1921,23-12317,2023-07-26 21:27:00+00:00,2023-07-28 17:00:36+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-OTHER UNDER $5000;THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2028997,-122.9077891,1587
548,1914,23-12323,2023-07-26 22:57:00+00:00,2023-07-28 17:00:36+00:00,NEW WESTMINSTER,BC,V3M,900 Block 19TH ST,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.2054158,-122.9478198,1588
554,1920,23-12338,2023-07-27 03:15:00+00:00,2023-07-28 17:00:36+00:00,NEW WESTMINSTER,BC,V3L 1X8,100 Block 8TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2200813,-122.9157602,1589
361,1727,23-12343,2023-07-27 05:04:00+00:00,2023-08-18 16:20:10+00:00,NEW WESTMINSTER,BC,V3M,1000 Block QUEBEC ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2018867,-122.9189945,1590
545,1911,23-12427,2023-07-27 16:00:00+00:00,2023-07-29 16:07:59+00:00,NEW WESTMINSTER,BC,V3L 5W4,SMOKEY SMITH PL,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2195433,-122.9105963,1591
549,1915,23-12366,2023-07-27 17:57:00+00:00,2023-07-28 17:00:36+00:00,NEW WESTMINSTER,BC,V3M 1A9,700 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2020176,-122.9096046,1592
543,1909,23-12368,2023-07-27 18:05:00+00:00,2023-07-29 16:07:59+00:00,NEW WESTMINSTER,BC,V3L,600 Block CLARKSON ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2034798,-122.9079963,1593
550,1916,23-12370,2023-07-27 18:22:00+00:00,2023-07-28 17:00:36+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051,1594
551,1917,23-12376,2023-07-27 18:59:00+00:00,2023-07-28 17:00:36+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2000823,-122.9174235,1595
534,1900,23-12378,2023-07-27 19:25:00+00:00,2023-07-31 16:54:37+00:00,NEW WESTMINSTER,BC,V3M 1Y2,500 Block 10TH ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.2081922,-122.9250813,1596
542,1908,23-12386,2023-07-27 22:20:00+00:00,2023-07-29 16:07:59+00:00,NEW WESTMINSTER,BC,V3M 2B7,1100 Block 6TH AVE,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2079436,-122.92936,1597
540,1906,23-12382,2023-07-27 23:21:00+00:00,2023-07-29 16:07:59+00:00,NEW WESTMINSTER,BC,V3M 4K1,800 Block 12TH ST,ROBBERY W/FIREARM,Robbery,ROBBERY W/FIREARM,49.2104913,-122.9345043,1598
547,1913,23-12419,2023-07-27 23:30:00+00:00,2023-07-29 16:07:59+00:00,NEW WESTMINSTER,BC,V3M 1G8,100 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2043572,-122.910615,1599
541,1907,23-12418,2023-07-28 02:20:00+00:00,2023-07-29 16:07:59+00:00,NEW WESTMINSTER,BC,V3M 1G8,100 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2043572,-122.910615,1600
538,1904,23-12516,2023-07-28 03:00:00+00:00,2023-07-30 16:14:45+00:00,NEW WESTMINSTER,BC,V3M 1G8,100 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2043572,-122.910615,1601
535,1901,23-12513,2023-07-28 05:00:00+00:00,2023-07-30 16:14:45+00:00,NEW WESTMINSTER,BC,V3M 1G8,100 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2043572,-122.910615,1602
546,1912,23-12423,2023-07-28 06:00:00+00:00,2023-07-29 16:07:59+00:00,NEW WESTMINSTER,BC,V3M 1G8,100 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2043572,-122.910615,1603
537,1903,23-12430,2023-07-28 19:13:00+00:00,2023-07-30 16:14:45+00:00,NEW WESTMINSTER,BC,V3L 1A4,200 Block FRONT ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2061837,-122.9009871,1604
539,1905,23-12432,2023-07-28 19:55:00+00:00,2023-07-30 16:14:45+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,1605
520,1886,23-12438,2023-07-28 20:58:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3L 5L6,400 Block GINGER DR,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.2180608,-122.9055998,1606
513,1879,23-80249,2023-07-28 21:30:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3M 1L2,600 Block QUEENS AVE,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2071124,-122.9127343,1607
418,1784,23-12440,2023-07-28 21:38:00+00:00,2023-08-14 16:42:44+00:00,NEW WESTMINSTER,BC,V3L 4A9,500 Block AMESS ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.232342,-122.8970861,1608
514,1880,23-80245,2023-07-28 23:00:00+00:00,2023-08-01 16:37:40+00:00,NEW WESTMINSTER,BC,V3L 2E1,600 Block COLBORNE ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2184552,-122.9117497,1609
536,1902,23-12529,2023-07-28 23:00:00+00:00,2023-07-30 16:14:45+00:00,NEW WESTMINSTER,BC,V3M 1G8,100 Block AGNES ST,MISCHIEF OVER $5000,Property Crime,MISCHIEF OVER $5000,49.2043572,-122.910615,1610
531,1897,23-12454,2023-07-28 23:25:00+00:00,2023-07-31 16:54:48+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.1995085,-122.9128078,1611
512,1878,23-12635,2023-07-29 07:00:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3L 3B3,600 Block 5TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2116231,-122.9185996,1612
518,1884,23-12489,2023-07-29 17:17:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.203895,-122.906557,1613
529,1895,23-12524,2023-07-29 20:09:00+00:00,2023-07-31 16:54:48+00:00,NEW WESTMINSTER,BC,V3M 5B2,400 Block EWEN AVE,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.19037600000001,-122.9311092,1614
515,1881,23-80246,2023-07-29 23:55:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3M 1L2,200 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2068617,-122.912695,1615
466,1832,23-13025,2023-07-30 00:00:00+00:00,2023-08-07 16:53:17+00:00,NEW WESTMINSTER,BC,V3L 5N3,300 Block CUMBERLAND ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.22082469999999,-122.8929818,1616
532,1898,23-12550,2023-07-30 02:50:00+00:00,2023-07-31 16:54:48+00:00,NEW WESTMINSTER,BC,V3M,300 Block FRONT ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2008197,-122.911311,1617
525,1891,23-12552,2023-07-30 03:19:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.20060340000001,-122.9151316,1618
533,1899,23-12586,2023-07-30 17:12:00+00:00,2023-07-31 16:54:48+00:00,NEW WESTMINSTER,BC,V3L,1 Block ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2057179,-122.910956,1619
527,1893,23-12588,2023-07-30 18:01:00+00:00,2023-07-31 16:54:48+00:00,NEW WESTMINSTER,BC,V3L 1E4,200 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2081922,-122.9037275,1620
528,1894,23-12590,2023-07-30 18:50:00+00:00,2023-07-31 16:54:48+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,1621
484,1850,23-80254,2023-07-30 21:00:00+00:00,2023-08-04 16:09:39+00:00,NEW WESTMINSTER,BC,V3L 5E9,100 Block OVENS AVE,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.22109529999999,-122.9164219,1622
521,1887,23-12596,2023-07-30 21:46:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,1623
456,1822,23-12597,2023-07-30 22:48:00+00:00,2023-08-09 16:44:49+00:00,NEW WESTMINSTER,BC,.,OF 6TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2169905,-122.9251923,1624
524,1890,23-12599,2023-07-30 23:02:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3L 0E3,200 Block E COLUMBIA ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2237892,-122.8925272,1625
522,1888,23-12608,2023-07-31 03:24:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,1626
517,1883,23-12609,2023-07-31 03:28:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051,1627
523,1889,23-12611,2023-07-31 03:54:00+00:00,2023-08-01 16:37:40+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,1628
519,1885,23-12631,2023-07-31 15:29:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,.,600 Block BRANTFORD ST,BREAK & ENTER-OTHER;BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-OTHER,49.2106516,-122.9185719,1629
526,1892,23-12645,2023-07-31 18:15:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3M 1G8,100 Block AGNES ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2043572,-122.910615,1630
508,1874,23-12758,2023-07-31 19:00:00+00:00,2023-08-02 16:21:08+00:00,NEW WESTMINSTER,BC,V3M 6H1,1100 Block QUAYSIDE DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.20055,-122.924757,1631
507,1873,23-12660,2023-07-31 20:49:00+00:00,2023-08-02 16:21:08+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2225852,-122.914627,1632
506,1872,23-12683,2023-07-31 22:30:00+00:00,2023-08-02 16:21:08+00:00,NEW WESTMINSTER,BC,V3M 1A9,700 Block COLUMBIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2020176,-122.9096046,1633
504,1870,23-12674,2023-07-31 22:55:00+00:00,2023-08-02 16:21:08+00:00,NEW WESTMINSTER,BC,V3L 1B2,999900 Block UNKNOWN,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2057179,-122.910956,1634
489,1855,23-12828,2023-08-01 01:00:00+00:00,2023-08-04 16:09:40+00:00,NEW WESTMINSTER,BC,V3M 1L8,200 Block 8TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2053062,-122.9171557,1635
501,1867,23-12764,2023-08-01 16:30:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M 6X3,300 Block GIFFORD ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.18351310000001,-122.9513715,1636
510,1876,23-12733,2023-08-01 17:39:00+00:00,2023-08-02 16:21:08+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,1637
505,1871,23-12734,2023-08-01 17:43:00+00:00,2023-08-02 16:21:08+00:00,NEW WESTMINSTER,BC,V3M 5Z7,1200 Block LONDON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.21235189999999,-122.9369869,1638
494,1860,23-12743,2023-08-01 19:59:00+00:00,2023-08-03 16:57:56+00:00,NEW WESTMINSTER,BC,V3M 2B1,600 Block 20TH ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2008001,-122.9461099,1639
442,1808,23-12744,2023-08-01 20:08:00+00:00,2023-08-11 16:03:17+00:00,NEW WESTMINSTER,BC,V3M 2M7,700 Block HAMILTON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.21435810000001,-122.9242594,1640
509,1875,23-12745,2023-08-01 20:25:00+00:00,2023-08-02 16:21:08+00:00,NEW WESTMINSTER,BC,V3L 0A6,200 Block KEARY ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2253109,-122.8901406,1641
493,1859,23-80251,2023-08-01 20:30:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M 1A9,700 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2020176,-122.9096046,1642
502,1868,23-12746,2023-08-01 20:52:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M,400 Block FRONT ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2008346,-122.9112455,1643
492,1858,23-12751,2023-08-01 21:34:00+00:00,2023-08-03 16:57:56+00:00,NEW WESTMINSTER,BC,V3L 5P1,400 Block CARNARVON ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2053373,-122.9064648,1644
497,1863,23-12768,2023-08-02 01:55:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2000823,-122.9174235,1645
495,1861,23-12783,2023-08-02 02:10:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200803,-122.9134438,1646
499,1865,23-12771,2023-08-02 02:45:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M 6Z6,800 Block QUAYSIDE DR,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.200145,-122.911488,1647
491,1857,23-12774,2023-08-02 03:47:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433,1648
496,1862,23-12775,2023-08-02 03:49:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,1649
460,1826,23-80259,2023-08-02 08:35:00+00:00,2023-08-08 16:56:14+00:00,NEW WESTMINSTER,BC,V3L 1A7,300 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2051981,-122.9036909,1650
500,1866,23-12789,2023-08-02 11:00:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M 6X3,300 Block GIFFORD ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.18351310000001,-122.9513715,1651
487,1853,23-12837,2023-08-02 16:00:00+00:00,2023-08-04 16:09:39+00:00,NEW WESTMINSTER,BC,V3L,300 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2151265,-122.9163394,1652
471,1837,23-12796,2023-08-02 16:23:00+00:00,2023-08-06 16:12:29+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT FROM MV OVER $5000,Theft from Vehicle,THEFT FROM MV OVER $5000,49.2250787,-122.8929076,1653
503,1869,23-12802,2023-08-02 18:21:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M 3M9,400 Block ASH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20887580000001,-122.9197727,1654
498,1864,23-12809,2023-08-02 19:24:00+00:00,2023-08-03 16:57:55+00:00,NEW WESTMINSTER,BC,V3M 2L6,2000 Block 7TH AVE,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.201387,-122.9468201,1655
486,1852,23-12815,2023-08-02 20:38:00+00:00,2023-08-04 16:09:39+00:00,NEW WESTMINSTER,BC,V3M 3C7,1600 Block LONDON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2089304,-122.9434114,1656
488,1854,23-12823,2023-08-02 22:12:00+00:00,2023-08-04 16:09:39+00:00,NEW WESTMINSTER,BC,V3M 6Z5,1400 Block SOUTH DYKE RD,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.177008,-122.955215,1657
482,1848,23-12824,2023-08-02 22:22:00+00:00,2023-08-04 16:09:39+00:00,NEW WESTMINSTER,BC,V3L,1 Block AVE & MCBRIDE BLVD,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2182605,-122.9067795,1658
485,1851,23-12829,2023-08-02 22:50:00+00:00,2023-08-04 16:09:39+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2112657,-122.9254414,1659
490,1856,23-12838,2023-08-03 01:01:00+00:00,2023-08-04 16:09:17+00:00,NEW WESTMINSTER,BC,V3M,200 Block ASH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2058328,-122.9156357,1660
483,1849,23-12846,2023-08-03 04:20:00+00:00,2023-08-04 16:09:39+00:00,NEW WESTMINSTER,BC,.,BRAID ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2315783,-122.8862979,1661
476,1842,23-12901,2023-08-03 14:00:00+00:00,2023-08-05 16:34:14+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.203895,-122.906557,1662
480,1846,23-12872,2023-08-03 16:26:00+00:00,2023-08-05 16:34:14+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2225852,-122.914627,1663
478,1844,23-12877,2023-08-03 17:14:00+00:00,2023-08-05 16:34:15+00:00,NEW WESTMINSTER,BC,V3M 3P9,1 Block ST & MILTON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2051135,-122.9178404,1664
481,1847,23-12878,2023-08-03 17:33:00+00:00,2023-08-05 16:34:14+00:00,NEW WESTMINSTER,BC,V3L 3T6,300 Block SHERBROOKE ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2278986,-122.8910812,1665
479,1845,23-12892,2023-08-03 21:00:00+00:00,2023-08-05 16:34:14+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2250787,-122.8929076,1666
475,1841,23-12951,2023-08-04 04:45:00+00:00,2023-08-05 16:34:14+00:00,NEW WESTMINSTER,BC,V3N,1100 Block 10TH AVE,THEFT OF TRUCK OVER $5000,Theft of Vehicle,THEFT OF TRUCK OVER $5000,49.2140493,-122.9362688,1667
444,1810,23-13253,2023-08-04 07:00:00+00:00,2023-08-11 16:03:18+00:00,NEW WESTMINSTER,BC,V3L 1T8,300 Block SYDNEY ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2146801,-122.9164346,1668
477,1843,23-12957,2023-08-04 19:08:00+00:00,2023-08-05 16:34:14+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.21176699999999,-122.9188433,1669
464,1830,23-13079,2023-08-04 20:00:00+00:00,2023-08-08 16:56:14+00:00,NEW WESTMINSTER,BC,V3L 1G2,400 Block AGNES ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2060118,-122.9073511,1670
473,1839,23-12965,2023-08-04 20:24:00+00:00,2023-08-06 16:12:29+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2277467,-122.8926041,1671
